-1.711065348,1.495739943,-1.696300367,0.429632223,-0.133907233,0.743256048,-0.622750237,-1.536251552,0.171545673
-1.711065348,1.495739943,-1.624112459,0.429632223,-0.133907233,0.743256048,-0.622750237,-1.536251552,-0.225536742
-1.711065348,1.495739943,-1.55192455,0.274032898,-0.133907233,0.231636004,-0.622750237,-0.681351129,-0.316169258
-1.711065348,1.495739943,-1.479736642,0.248100777,-0.133907233,0.231636004,-0.622750237,-1.10880134,-0.55594199
-1.711065348,1.495739943,-1.407548733,0.222167336,-0.133907233,0.231636004,-0.622750237,-1.536251552,-0.750610798
-1.711065348,1.495739943,-1.335360825,0.265389297,-0.133907233,0.231636004,-0.622750237,-0.253900918,-0.952175065
-1.711065348,1.495739943,-1.263172916,0.308611258,-0.133907233,0.231636004,-0.622750237,0.600999505,-1.12463066
-1.711065348,1.495739943,-1.190985008,0.265389297,-0.133907233,0.231636004,-0.622750237,0.173549294,-1.185196528
-1.711065348,1.495739943,-1.118797099,0.222167336,-0.133907233,0.231636004,-0.622750237,-0.253900918,-1.230760675
-1.711065348,1.495739943,-1.046609191,0.213522416,-0.133907233,0.231636004,-0.622750237,-0.253900918,-1.327368201
-1.711065348,1.495739943,-0.974421282,0.204878815,-0.133907233,0.231636004,-0.622750237,-0.681351129,-1.30582656
-1.711065348,1.495739943,-0.902233374,0.196233895,-0.133907233,0.231636004,-0.622750237,-0.681351129,-1.239234326
-1.711065348,1.495739943,-0.830045465,0.187588975,-0.133907233,0.231636004,-0.622750237,-1.10880134,-1.147347551
-1.711065348,1.495739943,-0.757857557,0.066568011,-0.133907233,-0.024174018,-0.622750237,-1.536251552,-1.056912556
-1.711065348,1.495739943,-0.685669648,-0.054452954,-0.133907233,-0.27998404,-0.622750237,-1.963701763,-1.003730024
-1.711065348,1.495739943,-0.613481739,0.014701129,-0.133907233,0.487446026,-0.622750237,-1.963701763,-0.722469979
-1.711065348,1.495739943,-0.541293831,0.083856532,-0.133907233,1.254876091,-0.622750237,-1.963701763,-0.4907087
-1.711065348,1.495739943,-0.469105922,0.101145052,-0.133907233,1.254876091,-0.615150652,-0.681351129,-0.185175299
-1.711065348,1.495739943,-0.396918014,0.118434892,-0.133907233,1.254876091,-0.607551068,0.600999505,0.087577516
-1.711065348,1.495739943,-0.324730105,0.161656854,-0.133907233,1.510686113,-0.493557305,-0.681351129,0.364150387
-1.711065348,1.495739943,-0.252542197,0.204878815,-0.133907233,1.766496135,-0.379563541,-1.963701763,0.62974504
-1.711065348,1.495739943,-0.180354288,0.239455857,-0.133907233,1.510686113,-0.280768946,-1.963701763,0.794623729
-1.711065348,1.495739943,-0.10816638,0.274032898,-0.133907233,1.254876091,-0.181974351,-1.963701763,0.966091719
-1.711065348,1.495739943,-0.035978471,0.308611258,-0.133907233,1.510686113,-0.113578093,-1.10880134,1.11768317
-1.711065348,1.495739943,0.036209437,0.3431883,-0.133907233,1.766496135,-0.045181835,-0.681351129,1.415612013
-1.711065348,1.495739943,0.108397346,0.32589978,-0.133907233,1.510686113,-0.098378925,-0.681351129,1.511409703
-1.711065348,1.495739943,0.180585254,0.308611258,-0.133907233,1.254876091,-0.151576014,-0.681351129,1.31171201
-1.711065348,1.495739943,0.252773163,0.291322738,-0.133907233,1.510686113,-0.280768946,-0.681351129,1.190688911
-1.711065348,1.495739943,0.324961071,0.274032898,-0.133907233,1.766496135,-0.409961878,-1.10880134,1.167073299
-1.711065348,1.495739943,0.39714898,0.265389297,-0.133907233,1.766496135,-0.447959799,-0.253900918,1.358415853
-1.711065348,1.495739943,0.469336889,0.256744377,-0.133907233,1.766496135,-0.485957721,0.173549294,1.390274017
-1.711065348,1.495739943,0.541524797,0.153011934,-0.133907233,0.99906607,-0.531555226,0.173549294,1.492789398
-1.711065348,1.495739943,0.613712706,0.04927949,-0.133907233,0.231636004,-0.577152731,-0.253900918,1.742390774
-1.711065348,1.495739943,0.685900614,-0.019875912,-0.133907233,-0.27998404,-0.599951484,0.173549294,1.952835586
-1.711065348,1.495739943,0.758088523,-0.089030655,-0.133907233,-0.791604083,-0.622750237,0.600999505,2.23165032
-1.711065348,1.495739943,0.830276431,-0.114964095,-0.133907233,-0.791604083,-0.622750237,0.600999505,2.228438629
-1.711065348,1.495739943,0.90246434,-0.140896877,-0.133907233,-0.791604083,-0.622750237,0.600999505,2.129117163
